"lon","lat","inc_date","inc_id","is_vehicle"
"-122.656625","45.525765","2026-02-08","26-109609","No"
"-122.602788","45.492774","2026-02-08","26-109603","No"
"-122.660749","45.533283","2026-02-08","26-109601","No"
"-122.691055","45.516326","2026-02-08","26-109600","No"
"-122.652594","45.529851","2026-02-08","26-109598","No"
"-122.664942","45.513189","2026-02-08","26-109597","No"
"-122.523358","45.490553","2026-02-08","26-109595","Yes"
"-122.664840","45.506527","2026-02-08","26-109594","No"
"-122.681860","45.529320","2026-02-08","26-109592","No"
"-122.537835","45.556087","2026-02-08","26-109589","No"
"-122.571723","45.503748","2026-02-08","26-109587","Yes"
"-122.499460","45.505400","2026-02-08","26-109586","No"
"-122.675004","45.529630","2026-02-08","26-109583","No"
"-122.671795","45.526818","2026-02-08","26-109581","No"
"-122.675840","45.525871","2026-02-08","26-109578","No"
"-122.660261","45.525096","2026-02-08","26-109575","No"
"-122.667868","45.529787","2026-02-08","26-109574","No"
"-122.674456","45.527021","2026-02-08","26-109571","Yes"
"-122.562259","45.468941","2026-02-08","26-109567","No"
"-122.607720","45.473614","2026-02-08","26-109565","Yes"
"-122.496722","45.512724","2026-02-08","26-109562","Yes"
"-122.585762","45.497199","2026-02-08","26-109561","No"
"-122.657236","45.501689","2026-02-08","26-109558","No"
"-122.671493","45.523616","2026-02-08","26-109556","No"
"-122.501717","45.517691","2026-02-08","26-109555","Yes"
"-122.686412","45.529305","2026-02-08","26-109553","No"
"-122.593750","45.524360","2026-02-08","26-109550","Yes"
"-122.607130","45.473020","2026-02-08","26-109549","Yes"
"-122.689219","45.522967","2026-02-08","26-109545","No"
"-122.616367","45.505118","2026-02-08","26-109544","No"
"-122.755346","45.589997","2026-02-08","26-109543","No"
"-122.681506","45.592653","2026-02-08","26-109541","No"
"-122.556004","45.478875","2026-02-08","26-109537","No"
"-122.573193","45.482043","2026-02-08","26-109535","Yes"
"-122.536420","45.492250","2026-02-08","26-109534","Yes"
"-122.608602","45.496912","2026-02-08","26-109532","No"
"-122.598390","45.469560","2026-02-08","26-109531","Yes"
"-122.732821","45.554618","2026-02-07","26-109524","Yes"
"-122.650638","45.533991","2026-02-07","26-109517","No"
"-122.513232","45.523596","2026-02-07","26-109516","Yes"
"-122.512116","45.522798","2026-02-07","26-109515","Yes"
"-122.602187","45.474039","2026-02-07","26-109513","Yes"
"-122.736034","45.586851","2026-02-07","26-109512","Yes"
"-122.592640","45.503402","2026-02-07","26-109509","Yes"
"-122.705640","45.536127","2026-02-07","26-109508","No"
"-122.628134","45.515503","2026-02-07","26-109507","No"
"-122.686376","45.528591","2026-02-07","26-109505","No"
"-122.658167","45.524317","2026-02-07","26-109494","Yes"
"-122.616799","45.537752","2026-02-07","26-109491","No"
"-122.676931","45.527609","2026-02-07","26-109490","No"
"-122.647403","45.523283","2026-02-07","26-109489","Yes"
"-122.680583","45.550843","2026-02-07","26-109484","Yes"
"-122.545280","45.478429","2026-02-07","26-109482","No"
"-122.687974","45.556060","2026-02-07","26-109481","Yes"
"-122.684766","45.514667","2026-02-07","26-109480","No"
"-122.676221","45.510355","2026-02-07","26-109478","No"
"-122.757155","45.588702","2026-02-07","26-109477","No"
"-122.564622","45.484350","2026-02-07","26-109473","Yes"
"-122.537808","45.493187","2026-02-07","26-109468","Yes"
"-122.537550","45.494165","2026-02-07","26-109465","Yes"
"-122.649029","45.565612","2026-02-07","26-109462","Yes"
"-122.660792","45.505841","2026-02-07","26-109460","Yes"
"-122.673356","45.506913","2026-02-07","26-109459","No"
"-122.537103","45.476537","2026-02-07","26-109458","Yes"
"-122.672419","45.524562","2026-02-07","26-109456","No"
"-122.672000","45.567040","2026-02-07","26-109452","No"
"-122.688028","45.515298","2026-02-07","26-109449","No"
"-122.571452","45.530871","2026-02-07","26-109447","Yes"
"-122.572293","45.482261","2026-02-07","26-109444","Yes"
"-122.622281","45.533984","2026-02-07","26-109443","No"
"-122.562876","45.503373","2026-02-07","26-109442","No"
"-122.549357","45.497398","2026-02-07","26-109440","Yes"
"-122.719517","45.581591","2026-02-07","26-109439","Yes"
"-122.585997","45.559575","2026-02-07","26-109438","No"
"-122.659263","45.532240","2026-02-07","26-109437","No"
"-122.644099","45.483551","2026-02-07","26-109433","No"
"-122.568718","45.489498","2026-02-07","26-109432","No"
"-122.564850","45.482954","2026-02-07","26-109431","Yes"
"-122.686113","45.518050","2026-02-07","26-109430","No"
"-122.564918","45.550447","2026-02-07","26-109429","Yes"
"-122.677987","45.525814","2026-02-07","26-109426","No"
"-122.611563","45.506648","2026-02-07","26-109423","Yes"
"-122.610455","45.511727","2026-02-07","26-109422","No"
"-122.686600","45.535009","2026-02-07","26-109419","No"
"-122.586801","45.526569","2026-02-07","26-109418","Yes"
"-122.511034","45.480612","2026-02-07","26-109407","No"
"-122.662565","45.505918","2026-02-07","26-109406","Yes"
"-122.677679","45.569911","2026-02-07","26-109405","Yes"
"-122.516624","45.499658","2026-02-07","26-109404","Yes"
"-122.510709","45.519156","2026-02-07","26-109402","No"
"-122.536724","45.532414","2026-02-07","26-109400","No"
"-122.644399","45.479050","2026-02-07","26-109399","No"
"-122.669992","45.468361","2026-02-07","26-109398","No"
"-122.555548","45.520301","2026-02-07","26-109395","Yes"
"-122.571412","45.491023","2026-02-07","26-109390","Yes"
"-122.499002","45.518128","2026-02-07","26-109389","Yes"
"-122.556810","45.532782","2026-02-07","26-109382","No"
"-122.537255","45.502226","2026-02-06","26-109381","Yes"
"-122.657349","45.515768","2026-02-06","26-109375","No"
"-122.606188","45.498087","2026-02-06","26-109373","Yes"
"-122.519180","45.509521","2026-02-06","26-109372","Yes"
"-122.491491","45.549762","2026-02-06","26-109368","No"
"-122.492028","45.550484","2026-02-06","26-109365","No"
"-122.694894","45.524099","2026-02-06","26-109364","No"
"-122.484823","45.550568","2026-02-06","26-109361","No"
"-122.544607","45.533135","2026-02-06","26-109352","Yes"
"-122.666591","45.520120","2026-02-06","26-109349","No"
"-122.673631","45.515464","2026-02-06","26-109348","No"
"-122.680224","45.523175","2026-02-06","26-109344","No"
"-122.679661","45.523656","2026-02-06","26-109343","No"
"-122.683473","45.597047","2026-02-06","26-109341","No"
"-122.614962","45.550383","2026-02-06","26-109340","Yes"
"-122.611481","45.510681","2026-02-06","26-109339","No"
"-122.519856","45.475884","2026-02-06","26-109338","Yes"
"-122.569603","45.470449","2026-02-06","26-109336","Yes"
"-122.533865","45.522534","2026-02-06","26-109329","No"
"-122.610007","45.468638","2026-02-06","26-109326","Yes"
"-122.497310","45.505940","2026-02-06","26-109325","Yes"
"-122.650788","45.486854","2026-02-06","26-109323","No"
"-122.591614","45.503434","2026-02-06","26-109321","Yes"
"-122.557766","45.548106","2026-02-06","26-109318","No"
"-122.571228","45.481373","2026-02-06","26-109317","Yes"
"-122.698896","45.539511","2026-02-06","26-109314","No"
"-122.650375","45.500292","2026-02-06","26-109313","No"
"-122.542715","45.531579","2026-02-06","26-109310","Yes"
"-122.607545","45.530813","2026-02-06","26-109309","Yes"
"-122.566277","45.468419","2026-02-06","26-109304","No"
"-122.552952","45.472818","2026-02-06","26-109302","No"
"-122.685855","45.530771","2026-02-06","26-109299","No"
"-122.554100","45.546790","2026-02-06","26-109297","No"
"-122.556589","45.475147","2026-02-06","26-109295","No"
"-122.555484","45.475211","2026-02-06","26-109292","No"
"-122.538908","45.557643","2026-02-06","26-109291","Yes"
"-122.659103","45.527993","2026-02-06","26-109285","No"
"-122.609206","45.478403","2025-12-30","25-222278","Yes"
"-122.676333","45.577220","2025-12-30","25-222277","No"
"-122.594999","45.536640","2025-12-30","25-222276","Yes"
"-122.647333","45.486018","2025-12-30","25-222273","No"
"-122.537849","45.524375","2025-12-30","25-222270","No"
"-122.511085","45.505001","2025-12-30","25-222267","Yes"
"-122.552681","45.480404","2025-12-30","25-222265","No"
"-122.656860","45.526610","2025-12-30","25-222263","Yes"
"-122.521336","45.503193","2025-12-30","25-222260","Yes"
"-122.556570","45.494927","2025-12-30","25-222259","Yes"
"-122.677311","45.528128","2025-12-30","25-222254","No"
"-122.648771","45.489677","2025-12-30","25-222247","Yes"
"-122.478558","45.551050","2025-12-30","25-222246","No"
"-122.498948","45.520075","2025-12-30","25-222244","Yes"
"-122.582320","45.482840","2025-12-30","25-222243","No"
"-122.532671","45.521845","2025-12-30","25-222242","No"
"-122.476835","45.549107","2025-12-30","25-222241","No"
"-122.539516","45.524047","2025-12-30","25-222239","No"
"-122.612594","45.497869","2025-12-30","25-222235","No"
"-122.663072","45.515765","2025-12-30","25-222234","No"
"-122.510709","45.519156","2025-12-30","25-222232","Yes"
"-122.575709","45.480563","2025-12-30","25-222231","Yes"
"-122.483375","45.556693","2025-12-30","25-222230","No"
"-122.527433","45.497222","2025-12-30","25-222229","No"
"-122.538950","45.531130","2025-12-30","25-222228","Yes"
"-122.564622","45.484350","2025-12-30","25-222227","No"
"-122.634877","45.560287","2025-12-30","25-222225","Yes"
"-122.521028","45.493326","2025-12-30","25-222224","Yes"
"-122.660910","45.516680","2025-12-30","25-222220","No"
"-122.660712","45.505985","2025-12-30","25-222217","No"
"-122.659242","45.504946","2025-12-30","25-222216","Yes"
"-122.648631","45.485961","2025-12-30","25-222215","No"
"-122.620409","45.535649","2025-12-30","25-222213","Yes"
"-122.687148","45.556303","2025-12-30","25-222212","No"
"-122.709652","45.541345","2025-12-30","25-222211","Yes"
"-122.617284","45.528988","2025-12-30","25-222209","Yes"
"-122.607559","45.497376","2025-12-30","25-222208","No"
"-122.577990","45.462388","2025-12-30","25-222207","No"
"-122.687446","45.584470","2025-12-30","25-222205","No"
"-122.699532","45.568259","2025-12-30","25-222202","No"
"-122.685407","45.593054","2025-12-30","25-222200","No"
"-122.661694","45.516078","2025-12-30","25-222199","No"
"-122.564549","45.479038","2025-12-30","25-222198","No"
"-122.665014","45.536463","2025-12-30","25-222197","Yes"
"-122.661232","45.504888","2025-12-30","25-222195","No"
"-122.662224","45.590218","2025-12-30","25-222194","Yes"
"-122.680832","45.589529","2025-12-30","25-222193","Yes"
"-122.662777","45.535659","2025-12-30","25-222192","No"
"-122.537574","45.495304","2025-12-30","25-222190","No"
"-122.489348","45.490980","2025-12-30","25-222187","No"
"-122.530032","45.496711","2025-12-30","25-222185","Yes"
"-122.553625","45.558490","2025-12-30","25-222181","Yes"
"-122.653531","45.576966","2025-12-30","25-222180","Yes"
"-122.677569","45.526610","2025-12-30","25-222176","No"
"-122.522053","45.560243","2025-12-30","25-222172","No"
"-122.667616","45.585414","2025-12-30","25-222171","No"
"-122.520897","45.560247","2025-12-30","25-222170","No"
"-122.560726","45.526297","2025-12-30","25-222165","No"
"-122.564743","45.547161","2025-12-30","25-222160","Yes"
"-122.539869","45.476493","2025-12-30","25-222159","Yes"
"-122.560898","45.523413","2025-12-30","25-222158","No"
"-122.669442","45.547303","2025-12-30","25-222157","No"
"-122.665808","45.518557","2025-12-30","25-222155","No"
"-122.646636","45.499856","2025-12-30","25-222153","No"
"-122.664623","45.520060","2025-12-30","25-222151","No"
"-122.671672","45.532974","2025-12-30","25-222145","No"
"-122.648497","45.515858","2025-12-30","25-222142","Yes"
"-122.662756","45.533755","2025-12-30","25-222140","No"
"-122.726973","45.593012","2025-12-30","25-222139","No"
"-122.494966","45.504574","2025-12-30","25-222136","No"
"-122.707989","45.589731","2025-12-30","25-222135","Yes"
"-122.572816","45.468381","2025-12-30","25-222133","No"
"-122.585213","45.505539","2025-12-30","25-222132","No"
"-122.694508","45.527178","2025-12-30","25-222131","No"
"-122.601154","45.497278","2025-12-30","25-222129","No"
"-122.541203","45.516802","2025-12-30","25-222128","Yes"
"-122.610053","45.477712","2025-12-30","25-222127","Yes"
"-122.698860","45.528210","2025-12-30","25-222124","No"
"-122.695852","45.536257","2025-12-30","25-222122","No"
"-122.739038","45.582859","2025-12-30","25-222121","Yes"
"-122.673390","45.520940","2025-12-30","25-222117","No"
"-122.676540","45.528990","2025-12-30","25-222114","No"
"-122.553423","45.565339","2025-12-30","25-222107","Yes"
"-122.645754","45.499292","2025-12-30","25-222106","Yes"
"-122.537558","45.478429","2025-12-30","25-222105","Yes"
"-122.537536","45.482438","2025-12-30","25-222100","Yes"
"-122.590932","45.535276","2025-12-30","25-222092","Yes"
"-122.594274","45.534471","2025-12-30","25-222091","Yes"
"-122.596425","45.534856","2025-12-30","25-222090","Yes"
"-122.634291","45.485316","2025-12-30","25-222084","Yes"
"-122.620447","45.534700","2025-12-30","25-222081","No"
"-122.724193","45.466514","2025-12-30","25-222080","Yes"
"-122.674730","45.512702","2025-12-30","25-222076","No"
"-122.518456","45.519111","2025-12-30","25-222075","No"
"-122.637172","45.527517","2025-12-30","25-222074","No"
"-122.639210","45.580120","2025-12-30","25-222073","Yes"
"-122.534600","45.565590","2025-12-30","25-222072","Yes"
"-122.567114","45.478631","2025-12-30","25-222070","No"
"-122.560945","45.524042","2025-12-30","25-222069","No"
"-122.556782","45.558868","2025-12-30","25-222060","Yes"
"-122.520892","45.526456","2025-12-30","25-222054","No"
"-122.647430","45.486935","2025-12-30","25-222052","No"
"-122.599615","45.479159","2025-12-30","25-222050","No"
"-122.618912","45.535128","2025-12-30","25-222049","No"
"-122.496867","45.497337","2025-12-30","25-222048","Yes"
"-122.544538","45.535344","2025-12-30","25-222045","Yes"
"-122.558950","45.484069","2025-12-30","25-222041","Yes"
"-122.681364","45.530119","2025-12-30","25-222039","No"
"-122.591936","45.463268","2025-12-30","25-222037","Yes"
"-122.671870","45.526963","2025-12-30","25-222036","No"
"-122.614616","45.497910","2025-12-30","25-222035","No"
"-122.659877","45.508653","2025-12-30","25-222029","Yes"
"-122.682749","45.555471","2025-12-30","25-222023","No"
"-122.656589","45.521406","2025-12-30","25-222022","No"
"-122.687370","45.590811","2025-12-30","25-222020","Yes"
"-122.686179","45.590860","2025-12-30","25-222019","No"
"-122.684740","45.584534","2025-12-30","25-222018","Yes"
"-122.615450","45.477724","2025-12-30","25-222014","Yes"
"-122.637120","45.530681","2025-12-30","25-222013","No"
"-122.637990","45.504580","2025-12-30","25-222012","Yes"
"-122.662648","45.536504","2025-12-30","25-222010","No"
"-122.580898","45.495045","2025-12-30","25-222008","Yes"
"-122.584690","45.490446","2025-12-30","25-222003","Yes"
"-122.530241","45.505824","2025-12-30","25-222000","Yes"
"-122.568628","45.471021","2025-12-30","25-221997","Yes"
"-122.493923","45.482667","2025-12-30","25-221994","No"
"-122.550902","45.477827","2025-12-30","25-221993","No"
"-122.662321","45.524439","2025-12-30","25-221992","No"
"-122.693979","45.466968","2025-12-30","25-221990","Yes"
"-122.657800","45.518208","2025-12-30","25-221989","No"
"-122.785810","45.596980","2025-12-30","25-221987","No"
"-122.672306","45.553322","2025-12-30","25-221984","Yes"
"-122.661506","45.519306","2025-12-30","25-221983","No"
"-122.573298","45.487966","2025-12-30","25-221982","Yes"
"-122.600946","45.475825","2025-12-30","25-221981","Yes"
"-122.651807","45.475307","2025-12-30","25-221980","No"
"-122.510111","45.546249","2025-12-30","25-221976","Yes"
"-122.650428","45.529733","2025-12-30","25-221975","No"
"-122.561967","45.526299","2025-12-30","25-221974","No"
"-122.562255","45.523474","2025-12-30","25-221971","No"
"-122.521175","45.554868","2025-12-30","25-221970","No"
"-122.709861","45.585280","2025-12-30","25-221968","Yes"
"-122.660766","45.536414","2025-12-29","25-221965","No"
"-122.675003","45.555588","2025-12-29","25-221964","Yes"
"-122.639555","45.488178","2025-12-29","25-221963","Yes"
"-122.645568","45.515037","2025-12-29","25-221960","Yes"
"-122.689583","45.555662","2025-12-29","25-221958","No"
"-122.552549","45.518548","2025-12-29","25-221945","No"
"-122.629735","45.533747","2025-12-29","25-221944","Yes"
"-122.632809","45.531725","2025-12-29","25-221943","Yes"
"-122.602151","45.481381","2025-12-29","25-221942","Yes"
"-122.743303","45.437541","2025-12-29","25-221941","No"
"-122.658030","45.505780","2025-12-29","25-221937","No"
"-122.641574","45.489177","2025-12-29","25-221936","Yes"
"-122.499058","45.519152","2025-12-29","25-221935","Yes"
"-122.662128","45.508285","2025-12-29","25-221933","No"
"-122.691434","45.517884","2025-12-29","25-221932","No"
"-122.501582","45.526190","2025-12-29","25-221931","Yes"
"-122.551669","45.504122","2025-12-29","25-221929","No"
"-122.661860","45.502695","2025-12-29","25-221928","No"
"-122.573282","45.481233","2025-12-29","25-221926","Yes"
"-122.657542","45.494784","2025-12-29","25-221925","Yes"
"-122.661590","45.547901","2025-12-29","25-221924","Yes"
"-122.660361","45.599562","2025-12-29","25-221918","No"
"-122.584237","45.500082","2025-12-29","25-221916","Yes"
"-122.537679","45.531304","2025-12-29","25-221915","Yes"
"-122.563613","45.523480","2025-12-29","25-221914","No"
"-122.698923","45.530633","2025-12-29","25-221913","No"
"-122.660703","45.507426","2025-12-29","25-221912","No"
"-122.694851","45.528372","2025-12-29","25-221911","No"
"-122.557160","45.559430","2025-12-29","25-221906","No"
"-122.658813","45.492315","2025-12-29","25-221905","Yes"
"-122.674680","45.581650","2025-12-29","25-221904","No"
"-122.493452","45.504241","2025-12-29","25-221902","No"
"-122.536632","45.521284","2025-12-29","25-221900","Yes"
"-122.602877","45.506366","2025-12-29","25-221894","Yes"
"-122.657499","45.535624","2025-12-29","25-221885","No"
"-122.747744","45.582350","2025-12-29","25-221884","Yes"
"-122.638021","45.528459","2025-12-29","25-221882","Yes"
"-122.675526","45.502734","2025-12-29","25-221881","Yes"
"-122.530944","45.519304","2025-12-29","25-221876","Yes"
"-122.727494","45.467543","2025-12-29","25-221875","No"
"-122.674182","45.516453","2025-12-29","25-221874","No"
"-122.580436","45.463667","2025-12-29","25-221873","No"
"-122.636674","45.496906","2025-12-29","25-221872","No"
"-122.638047","45.495962","2025-12-29","25-221870","Yes"
"-122.742023","45.600441","2025-12-29","25-221869","Yes"
"-122.564890","45.483409","2025-12-29","25-221866","Yes"
"-122.600099","45.491322","2025-12-29","25-221865","Yes"
"-122.542673","45.539602","2025-12-29","25-221864","Yes"
"-122.567476","45.479606","2025-12-29","25-221863","No"
"-122.609777","45.496767","2025-12-29","25-221862","Yes"
"-122.681108","45.483394","2025-12-29","25-221858","No"
"-122.565461","45.472720","2025-12-29","25-221857","No"
"-122.584679","45.496528","2025-12-29","25-221850","No"
"-122.541584","45.476582","2025-12-29","25-221849","No"
"-122.548158","45.478177","2025-12-29","25-221847","No"
"-122.536512","45.532361","2025-12-29","25-221845","No"
"-122.580810","45.525350","2025-12-29","25-221844","Yes"
"-122.567525","45.502601","2025-12-29","25-221843","Yes"
"-122.567414","45.478877","2025-11-20","25-212539","Yes"
"-122.557418","45.476795","2025-11-20","25-212537","Yes"
"-122.627700","45.496952","2025-11-20","25-212532","Yes"
"-122.631507","45.498292","2025-11-20","25-212530","Yes"
"-122.579974","45.559029","2025-11-20","25-212527","Yes"
"-122.556006","45.534096","2025-11-20","25-212526","No"
"-122.644061","45.575147","2025-11-20","25-212525","Yes"
"-122.676830","45.527540","2025-11-20","25-212523","No"
"-122.529407","45.528821","2025-11-20","25-212522","Yes"
"-122.611552","45.496732","2025-11-20","25-212520","No"
"-122.529522","45.522324","2025-11-20","25-212519","No"
"-122.754476","45.590102","2025-11-20","25-212515","No"
"-122.601026","45.464476","2025-11-20","25-212514","Yes"
"-122.661560","45.504580","2025-11-20","25-212508","Yes"
"-122.567070","45.515540","2025-11-20","25-212507","No"
"-122.706739","45.533206","2025-11-20","25-212505","Yes"
"-122.654678","45.514355","2025-11-20","25-212503","No"
"-122.628901","45.553656","2025-11-20","25-212501","Yes"
"-122.681386","45.511719","2025-11-20","25-212500","No"
"-122.537749","45.526293","2025-11-20","25-212498","No"
"-122.747998","45.604331","2025-11-20","25-212492","Yes"
"-122.531144","45.533541","2025-11-20","25-212489","Yes"
"-122.606134","45.497731","2025-11-20","25-212487","No"
"-122.671731","45.493210","2025-11-20","25-212485","No"
"-122.675213","45.525167","2025-11-20","25-212482","No"
"-122.591763","45.547153","2025-11-20","25-212480","No"
"-122.641620","45.461032","2025-11-20","25-212479","No"
"-122.685742","45.595223","2025-11-20","25-212476","No"
"-122.558056","45.533538","2025-11-20","25-212475","No"
"-122.640896","45.464032","2025-11-20","25-212472","No"
"-122.630317","45.533774","2025-11-20","25-212469","No"
"-122.676703","45.511888","2025-11-20","25-212467","No"
"-122.655410","45.536570","2025-11-20","25-212465","No"
"-122.606397","45.496688","2025-11-20","25-212463","No"
"-122.553000","45.537040","2025-11-20","25-212460","Yes"
"-122.596288","45.496080","2025-11-20","25-212459","Yes"
"-122.538591","45.555213","2025-11-20","25-212456","No"
"-122.732799","45.581188","2025-11-20","25-212454","Yes"
"-122.686345","45.527161","2025-11-20","25-212453","No"
"-122.571775","45.500502","2025-11-20","25-212452","No"
"-122.660503","45.523719","2025-11-20","25-212451","No"
"-122.494973","45.503751","2025-11-20","25-212450","Yes"
"-122.496690","45.503841","2025-11-20","25-212449","Yes"
"-122.528570","45.520570","2025-11-20","25-212446","No"
"-122.584623","45.526108","2025-11-20","25-212445","No"
"-122.614830","45.538988","2025-11-20","25-212440","No"
"-122.645666","45.498121","2025-11-20","25-212438","No"
"-122.701889","45.512156","2025-11-20","25-212436","No"
"-122.661704","45.513813","2025-11-20","25-212435","No"
"-122.537151","45.480415","2025-11-20","25-212432","No"
"-122.543920","45.476531","2025-11-20","25-212431","Yes"
"-122.615930","45.512817","2025-11-20","25-212430","No"
"-122.587445","45.536102","2025-11-20","25-212425","No"
"-122.588754","45.535969","2025-11-20","25-212424","Yes"
"-122.626954","45.512407","2025-11-20","25-212420","No"
"-122.684079","45.530717","2025-11-20","25-212419","No"
"-122.651705","45.516685","2025-11-20","25-212418","Yes"
"-122.533967","45.526167","2025-11-20","25-212417","No"
"-122.496373","45.516211","2025-11-20","25-212416","Yes"
"-122.751700","45.591778","2025-11-20","25-212415","Yes"
"-122.756081","45.585022","2025-11-20","25-212414","Yes"
"-122.561698","45.479596","2025-11-20","25-212411","Yes"
"-122.492071","45.482902","2025-11-20","25-212399","Yes"
"-122.514730","45.526630","2025-11-20","25-212394","Yes"
"-122.684993","45.514680","2025-11-20","25-212393","No"
"-122.560596","45.494208","2025-11-20","25-212388","Yes"
"-122.518598","45.477007","2025-11-20","25-212382","Yes"
"-122.558154","45.517032","2025-11-20","25-212381","No"
"-122.680108","45.562657","2025-11-20","25-212379","Yes"
"-122.664505","45.516467","2025-11-20","25-212378","No"
"-122.692516","45.586878","2025-11-20","25-212376","No"
"-122.676027","45.542734","2025-11-20","25-212368","No"
"-122.537540","45.477800","2025-11-20","25-212366","Yes"
"-122.537150","45.482770","2025-11-20","25-212364","Yes"
"-122.620610","45.504490","2025-11-20","25-212362","No"
"-122.653528","45.577219","2025-11-19","25-212352","Yes"
"-122.621646","45.536593","2025-11-19","25-212351","No"
"-122.510853","45.499089","2025-11-19","25-212350","No"
"-122.658796","45.514161","2025-11-19","25-212344","No"
"-122.648454","45.515737","2025-11-19","25-212342","Yes"
"-122.665282","45.579285","2025-11-19","25-212340","Yes"
"-122.637725","45.527209","2025-11-19","25-212338","No"
"-122.681150","45.589512","2025-11-19","25-212337","No"
"-122.634326","45.487535","2025-11-19","25-212336","Yes"
"-122.634304","45.485733","2025-11-19","25-212335","Yes"
"-122.614803","45.538027","2025-11-19","25-212333","No"
"-122.634292","45.461814","2025-11-19","25-212331","No"
"-122.485328","45.553842","2025-11-19","25-212330","No"
"-122.585725","45.497177","2025-11-19","25-212329","No"
"-122.667375","45.585350","2025-11-19","25-212325","No"
"-122.649291","45.490753","2025-11-19","25-212324","Yes"
"-122.747580","45.592470","2025-11-19","25-212323","Yes"
"-122.668029","45.580531","2025-11-19","25-212321","No"
"-122.572639","45.486879","2025-11-19","25-212320","Yes"
"-122.563739","45.520646","2025-11-19","25-212313","Yes"
"-122.604074","45.497467","2025-11-19","25-212310","No"
"-122.667975","45.535155","2025-11-19","25-212309","No"
"-122.662579","45.535435","2025-11-19","25-212305","No"
"-122.689295","45.524967","2025-11-19","25-212303","No"
"-122.542915","45.511260","2025-11-19","25-212301","Yes"
"-122.571467","45.479266","2025-11-19","25-212300","Yes"
"-122.567720","45.479940","2025-11-19","25-212298","No"
"-122.751253","45.564901","2025-11-19","25-212290","Yes"
"-122.605560","45.497260","2025-11-19","25-212287","No"
"-122.650241","45.532903","2025-11-19","25-212286","No"
"-122.637119","45.516068","2025-11-19","25-212281","No"
"-122.723382","45.582235","2025-11-19","25-212280","Yes"
"-122.557981","45.537625","2025-11-19","25-212278","No"
"-122.577920","45.511969","2025-11-19","25-212273","No"
"-122.630666","45.535159","2025-11-19","25-212271","No"
"-122.661356","45.578812","2025-11-19","25-212270","No"
"-122.691187","45.528505","2025-11-19","25-212266","No"
"-122.660406","45.577964","2025-11-19","25-212265","Yes"
"-122.614884","45.550458","2025-11-19","25-212264","Yes"
"-122.649445","45.476580","2025-11-19","25-212263","No"
"-122.705000","45.612371","2025-11-19","25-212258","No"
"-122.659612","45.535781","2025-11-19","25-212253","No"
"-122.547471","45.489696","2025-11-19","25-212252","Yes"
"-122.508872","45.503722","2025-11-19","25-212251","No"
"-122.693336","45.516165","2025-11-19","25-212249","No"
"-122.520400","45.493253","2025-11-19","25-212244","Yes"
"-122.678436","45.525805","2025-11-19","25-212243","No"
"-122.647240","45.466060","2025-11-19","25-212242","No"
"-122.763670","45.591760","2025-11-19","25-212239","Yes"
"-122.765109","45.594002","2025-11-19","25-212236","No"
"-122.672677","45.518902","2025-11-19","25-212234","No"
"-122.695269","45.528385","2025-11-19","25-212233","Yes"
"-122.686376","45.528591","2025-11-19","25-212232","No"
"-122.605523","45.527176","2025-11-19","25-212229","Yes"
"-122.511671","45.498392","2025-11-19","25-212228","No"
"-122.579961","45.497507","2025-11-19","25-212224","Yes"
"-122.661079","45.508210","2025-11-19","25-212221","No"
"-122.586355","45.503456","2025-11-19","25-212214","No"
"-122.674305","45.523687","2025-11-19","25-212213","No"
"-122.742532","45.582417","2025-11-19","25-212212","Yes"
"-122.686670","45.532905","2025-11-19","25-212211","No"
"-122.763720","45.645031","2025-11-19","25-212206","Yes"
"-122.698100","45.532870","2025-11-19","25-212205","Yes"
"-122.680174","45.527694","2025-11-19","25-212203","No"
"-122.580541","45.465165","2025-11-19","25-212199","Yes"
"-122.667056","45.518532","2025-11-19","25-212196","No"
"-122.624116","45.571303","2025-11-19","25-212195","Yes"
"-122.666139","45.532584","2025-11-19","25-212194","No"
"-122.636545","45.494541","2025-11-19","25-212192","No"
"-122.663636","45.515722","2025-11-19","25-212191","No"
"-122.661914","45.521112","2025-11-19","25-212183","Yes"
"-122.587552","45.493879","2025-11-19","25-212180","Yes"
"-122.635640","45.494787","2025-11-19","25-212178","No"
"-122.694419","45.526300","2025-11-19","25-212173","No"
"-122.673821","45.540212","2025-11-19","25-212172","Yes"
"-122.546039","45.548005","2025-11-19","25-212169","No"
"-122.689154","45.534996","2025-11-19","25-212168","Yes"
"-122.692459","45.535477","2025-11-19","25-212166","No"
"-122.662077","45.582006","2025-11-19","25-212165","No"
"-122.670505","45.523097","2025-11-19","25-212163","No"
"-122.560580","45.495095","2025-11-19","25-212156","No"
"-122.642395","45.519398","2025-11-19","25-212152","Yes"
"-122.660792","45.505841","2025-11-19","25-212148","Yes"
"-122.586275","45.481525","2025-11-19","25-212146","No"
"-122.575595","45.480573","2025-11-19","25-212145","Yes"
"-122.756791","45.592555","2025-11-19","25-212144","No"
"-122.670267","45.485291","2025-11-19","25-212143","Yes"
"-122.686887","45.582392","2025-11-19","25-212140","No"
"-122.677474","45.507968","2025-11-19","25-212139","No"
"-122.532352","45.567530","2025-11-19","25-212135","No"
"-122.755147","45.584869","2025-11-19","25-212134","Yes"
"-122.652419","45.523000","2025-11-19","25-212130","No"
